Title,Note,URL,Tags,Comment
White Sands National Monument,,https://www.google.com/maps/place/White+Sands+National+Monument/data=!4m2!3m1!1s0x86e06303071072f3:0x36d1188767bf20c3,,
Cedar Ridge Trails,,https://www.google.com/maps/place/Cedar+Ridge+Trails/data=!4m2!3m1!1s0x87dac8146a53a983:0xf6734d503d11e4f1,,
Bar-K Wrangler Campsite,,https://www.google.com/maps/place/Bar-K+Wrangler+Campsite/data=!4m2!3m1!1s0x87cfa3d7c9a37fa7:0x2b48f426ce5e36a2,,
Eagle Ranch Resort,,https://www.google.com/maps/place/Eagle+Ranch+Resort/data=!4m2!3m1!1s0x87c5d34000000001:0x7656f239aabc1833,,
Brushy Creek State Recreation Area,,https://www.google.com/maps/place/Brushy+Creek+State+Recreation+Area/data=!4m2!3m1!1s0x87edf3c4f4062e39:0x38369439bf60d6c6,,
"River Valley Ranch, Inc.",,"https://www.google.com/maps/place/River+Valley+Ranch,+Inc./data=!4m2!3m1!1s0x87f60c0f21e0a303:0xa03e8ed36be759ce",,
Crows Creek Campground,,https://www.google.com/maps/place/Crows+Creek+Campground/data=!4m2!3m1!1s0x87c05029cd65cb07:0x28128abcae7a6340,,
Brushy Creek Lodge & Resort,,https://www.google.com/maps/place/Brushy+Creek+Lodge+%26+Resort/data=!4m2!3m1!1s0x87d9ee9d4f30be45:0x67b1f84db185bb3b,,
Buffalo River,,https://www.google.com/maps/place/Buffalo+River/data=!4m2!3m1!1s0x87ce7364880441c3:0x9348cc85d5ee56fb,,
Wranglers Campground,,https://www.google.com/maps/place/Wranglers+Campground/data=!4m2!3m1!1s0x887ae5304144accf:0x6ee8da24133b2e6b,,
Governor Dodge State Park,,https://www.google.com/maps/place/Governor+Dodge+State+Park/data=!4m2!3m1!1s0x87fd7b292a51c4cb:0x39518e7d7871721b,,
Cross Country Trail Rides,,https://www.google.com/maps/place/Cross+Country+Trail+Rides/data=!4m2!3m1!1s0x87d0af855e7f7371:0xc4f0a43b32eac3f5,,
Land Between the Lakes National Recreation Area,,https://www.google.com/maps/place/Land+Between+the+Lakes+National+Recreation+Area/data=!4m2!3m1!1s0x887afa602862ab65:0x330108019c1dcfe2,,
Jim Edgar Panther Creek State Fish and Wildlife Area,,https://www.google.com/maps/place/Jim+Edgar+Panther+Creek+State+Fish+and+Wildlife+Area/data=!4m2!3m1!1s0x87e000a3b949b1eb:0x6e10a5803d90d10e,,
Palisades Creek Campground,,https://www.google.com/maps/place/Palisades+Creek+Campground/data=!4m2!3m1!1s0x535365af3eb62469:0xbf31e41eddb4235e,,
